Country Name,Country Code,Currency Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Denmark,DNK,DKK,9.144147,9.080259,9.02495,8.867198,8.817723,8.747383,8.728955,8.702545,8.662036,8.752578,8.667529,8.690645,8.561606,8.656778,8.466842,8.569438,8.298208,8.172364,7.944128,7.725447,7.585045,7.466492,7.564136,7.354846,7.328674,7.305357,7.079856,6.849806,6.562013,6.463254
Ecuador,ECU,L-ECS,0.308247640368768,0.31870595129911,0.325013832108726,0.325878966832264,0.366953381889763,0.378187758418254,0.376921787311353,0.396492499000138,0.377248451277217,0.274075030698117,0.247402089445077,0.310880672608877,0.343025602900093,0.372445928138512,0.378138702893187,0.395072786464847,0.4141492053361,0.430137514327762,0.480356461810163,0.479847263267035,0.509728629589979,0.527572333812714,0.551044821739197,0.542989253997803,0.544437646865845,0.553737103939056,0.549206554889679,0.534820973873138,0.531598931177336,0.520580052113819
El Salvador,SLV,L-SVC,0.313500734084063,0.325746874076624,0.329392933869397,0.349416831906567,0.375660674089751,0.408154942650517,0.427170103525672,0.434151233012014,0.447471499719505,0.445494482922003,0.450022162430841,0.454965487361658,0.45461135528838,0.459573490293017,0.459681140998643,0.464820181960226,0.470687869880091,0.478461022840236,0.483797028431715,0.479862942368036,0.486892676946985,0.505120277404785,0.524124145507813,0.510317265987396,0.496190518140793,0.48772457242012,0.473463237285614,0.462530195713043,0.460900990034666,0.456906578505361
,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,L-FIM,1.007679,0.989452,0.975994,0.970241,0.967486,0.987427,0.994102,0.989515,0.991565,0.992037,0.983695,1.002505,0.998133,1.003035,0.974018,0.979424,0.95414,0.935952,0.912125,0.895842,0.899789,0.898068,0.908495,0.905357,0.90721,0.907748,0.880895,0.860908,0.825529,0.819545
France,FRA,L-FRF,1.027381,1.019087,1.015979,1.008578,0.996625,0.987135,0.983624,0.969551,0.961614,0.952721,0.929965,0.911554,0.900678,0.930853,0.935902,0.916458,0.895886,0.889851,0.881874,0.862331,0.85398,0.841361,0.844301,0.811643,0.807565,0.808694,0.780044,0.767657,0.73234,0.709358
Germany,DEU,L-DEM,0.948976,0.946252,0.97426,0.988672,0.987862,0.986744,0.976539,0.973221,0.968747,0.954119,0.942801,0.929565,0.913257,0.896861,0.875789,0.872721,0.84871,0.83832,0.820401,0.81051,0.804426,0.788739,0.787246,0.774784,0.768937,0.778122,0.752608,0.742412,0.714152,0.721158
Greece,GRC,L-GRD,0.336309,0.389679,0.437379,0.488904,0.532208,0.57232,0.602871,0.627391,0.647942,0.67328,0.669482,0.668361,0.662967,0.685789,0.69509,0.708976,0.693383,0.71919,0.707951,0.703914,0.721426,0.713163,0.684663,0.631286,0.611135,0.60907,0.58858,0.573211,0.546923,0.538129
"Hong Kong SAR, China",HKG,HKD,5.74980025338491,6.07008048872064,6.52234294605559,6.92014831576851,7.20376215439263,7.34788940961779,7.64031417503329,7.94343632358747,7.95084913311293,7.51668103228102,7.10275924174492,6.82701247071846,6.4920733249127,5.99079407688727,5.62426147423068,5.44617230526151,5.25792756836326,5.28102749585825,5.24664980616167,5.18740322601299,5.14153069915393,5.23263931274414,5.45422792434692,5.54757881164551,5.70645046234131,5.83105325698853,5.93228912353516,6.01143312454224,6.08314962602672,6.10781735823891
Hungary,HUN,HUF,,30.147606,35.815898,42.431642,49.641977,61.620581,74.039125,87.41276,97.826346,104.545883,110.038733,114.39074,118.141282,122.138071,128.488476,130.929945,131.666648,134.229736,131.005355,127.596365,126.314168,124.271836,125.623608,124.979432,129.414974,132.55351,132.033797,135.603512,135.049605,139.084533
Iceland,ISL,ISK,67.458914,70.710816,71.519962,71.144486,71.47048,72.101022,74.303174,73.690118,76.665861,79.246596,84.696713,88.28279,91.105413,92.703742,93.364105,95.840665,101.768885,107.491314,114.527003,121.886207,132.779525,135.152004,136.96767,137.022617,138.547869,141.974926,140.02995,137.837033,134.065521,136.49684
India,IND,INR,5.48994170064728,6.04062922202936,6.43552120291616,6.90654296915787,7.43701070472076,7.94442367935323,8.39254513561816,8.78458847159708,9.38264513891416,9.53290537889896,9.66433323887653,9.76100082138449,9.96604946098322,10.1627835657181,10.4629598462992,10.7173384140784,11.2764470298948,11.7440526661029,12.5791169099718,13.3628609397548,14.5993211370606,15.5495491027832,16.1608352661133,17.3423252105713,18.3865489959717,19.2350025177002,19.8987274169922,20.6477928161621,21.0750241889945,21.2755038338788
Indonesia,IDN,IDR,349.82353896669,368.046278749884,386.074361958196,449.370704786946,474.190579985895,510.349146632507,544.656805995369,602.734168843401,1044.66134572904,1175.62418297801,1385.04705797128,1549.07171261418,1614.8624840519,1672.41851461317,1767.82875643838,1960.13319091962,2170.57930120294,2351.78029829004,2725.60594695343,2928.81526839346,3336.99389227948,3512.75390625,3569.892578125,3765.671875,4030.77465820313,4353.3271484375,4518.10400390625,4695.65869140625,4759.08916697367,4743.33744681905
Ireland,IRL,L-IEP,0.785697,0.773686,0.77772,0.799042,0.795593,0.802896,0.809337,0.83474,0.863389,0.913882,0.943538,0.969212,0.981997,1.004971,0.991974,1.011707,0.979542,0.958956,0.944447,0.900621,0.848854,0.831513,0.823072,0.811228,0.819041,0.809686,0.794289,0.791876,0.76698,0.783487
Israel,ISR,ILS,1.684587,1.957492,2.144654,2.32736,2.564403,2.739532,2.974476,3.166873,3.346806,3.504641,3.441656,3.42743,3.462676,3.628859,3.537657,3.716937,3.788173,3.725704,3.867205,3.96503,3.981341,3.944763,3.955358,3.839566,3.940387,3.923925,3.788511,3.739669,3.612219,3.622217
Italy,ITA,L-ITL,0.693124,0.72128,0.736014,0.746918,0.757208,0.778185,0.799648,0.804486,0.799865,0.806447,0.805011,0.816163,0.823489,0.834324,0.85257,0.855139,0.823944,0.810364,0.783694,0.770755,0.772539,0.758687,0.747731,0.737299,0.739644,0.738694,0.700544,0.687699,0.659106,0.649176
Japan,JPN,JPY,187.710514,186.886354,185.767602,182.499528,179.158384,174.542779,170.553311,168.506941,166.556261,162.03574,154.717851,149.724877,143.774205,139.516091,134.363066,129.551955,124.536829,120.394201,116.845814,115.150066,111.666587,107.454281,104.273972,101.302673,103.052076,103.469437,105.519502,104.777319,101.004517,100.641115
"Korea, Rep.",KOR,KRW,560.104722,591.307505,623.099327,646.747942,684.890835,717.947266,734.019605,750.463803,775.327404,754.89297,747.714956,757.117476,769.77179,791.696603,795.055445,788.920135,772.480419,770.471026,785.717886,827.817613,840.683012,854.585723,854.887268,869.081422,871.878106,857.483387,858.809687,869.372342,842.106508,843.244508
Latvia,LVA,L-LVL,,,,,0.243,0.296771,0.328835,0.342004,0.353102,0.354315,0.360698,0.353274,0.360954,0.378618,0.399667,0.438594,0.489546,0.566495,0.575542,0.520747,0.486634,0.498506,0.506203,0.499271,0.497558,0.497569,0.484535,0.482995,0.475959,0.482306
Lithuania,LTU,L-LTL,,,,,,0.361475,0.423296,0.463964,0.47262,0.461162,0.451527,0.432687,0.42073,0.404409,0.414384,0.435163,0.44685,0.470767,0.492829,0.469048,0.450033,0.451921,0.452657,0.443347,0.44262,0.445858,0.43844,0.44131,0.433085,0.437569
Luxembourg,LUX,L-LUF,0.96832,0.953719,0.967241,1.001289,1.015082,0.974946,0.977094,0.973888,0.964435,0.95763,0.955437,0.963233,0.956996,0.96571,0.951997,0.946363,0.917918,0.922537,0.900045,0.902341,0.924932,0.905099,0.90679,0.895254,0.884138,0.881261,0.851894,0.84561,0.820934,0.822397
Malaysia,MYS,MYR,0.968653348308097,0.970554858267805,0.971839083499589,0.987196575210867,1.00461350353607,1.01973324156402,1.03824780210508,1.05619036846552,1.13319864852289,1.11757808753177,1.18994121920292,1.14598159875301,1.16343523619581,1.17990423874493,1.21801643290315,1.2859088724297,1.29782518024413,1.32556777631825,1.43536004894122,1.33914143713439,1.41990928162688,1.46613442897797,1.45363140106201,1.47225975990295,1.50547206401825,1.56763064861298,1.59425818920135,1.65478694438934,1.62631459234206,1.59634880561452
Malta,MLT,L-MTL,0.570627506688596,0.570457051048403,0.577571163882152,0.580308824428472,0.588413091531174,0.58083303947744,0.577677350300291,0.575360948132276,0.580734891538596,0.583357982603464,0.579804546737741,0.588850825803462,0.581837107706935,0.574488630293467,0.56672690106296,0.572728836043827,0.572379322694894,0.568800739903402,0.571554045141718,0.569037218110349,0.572039961279003,0.574149664934813,0.579727114236747,0.577477509973524,0.586357806644837,0.599700949628703,0.58301831766356,0.584557358870278,0.566038331098667,0.55989395490801
Mexico,MEX,MXN,1.346927,1.605792,1.796268,2.057499,2.191969,2.972768,3.694261,4.312385,4.922369,5.63367,6.103027,6.332835,6.553697,6.648073,6.989209,7.126862,7.157871,7.374153,7.469532,7.428654,7.676843,7.673013,7.858708,7.884359,8.045318,8.327595,8.446043,8.88443,9.16075,9.148021
Netherlands,NLD,L-NLG,0.919695,0.917341,0.919286,0.912355,0.911706,0.911419,0.90738,0.908977,0.905982,0.906357,0.890163,0.904694,0.900863,0.926458,0.908546,0.897139,0.873084,0.861245,0.847775,0.84772,0.853394,0.836065,0.824408,0.798166,0.808798,0.809978,0.795448,0.77966,0.752016,0.762769
New Zealand,NZL,NZD,1.53859,1.492342,1.486938,1.483369,1.46415,1.462862,1.467213,1.448473,1.447791,1.43466,1.443906,1.474387,1.468962,1.49747,1.507677,1.535,1.481508,1.505519,1.490709,1.470995,1.496126,1.485915,1.495622,1.445979,1.44073,1.478014,1.441008,1.426552,1.389902,1.407576
Norway,NOR,NOK,9.599692,9.491041,9.220206,9.213305,9.006615,9.091711,8.995578,9.059569,9.312731,9.283739,9.082606,9.173071,9.05673,9.206974,9.133219,9.005204,8.791878,8.933784,8.859281,9.077231,9.144245,9.082736,9.037085,9.029349,9.278458,9.932516,10.0419,9.718796,9.303837,9.480528
Philippines,PHL,PHP,7.23534412955909,8.15532751334976,8.60613582936808,8.98132780982062,9.67214362799729,10.1888320271909,10.7721607182456,11.2486908185647,12.2867306801053,12.9094320402959,13.7837018856587,14.2457198825631,14.61725897418,14.8088466965252,15.2700967016809,15.6841438091501,16.0016109206708,16.0760993885646,16.9014812472418,17.2329123992233,17.7789734881264,18.0976543426514,18.0689830780029,18.4258670806885,18.876012802124,19.0010089874268,18.9486045837402,19.3850116729736,19.631904293802,19.404986883789
Poland,POL,PLN,0.266545,0.40029,0.542539,0.692384,0.930321,1.166157,1.354124,1.513514,1.655067,1.737656,1.832369,1.836811,1.799795,1.806327,1.831563,1.867595,1.852931,1.856189,1.842243,1.867782,1.803438,1.801424,1.796168,1.762045,1.767142,1.765116,1.732843,1.737332,1.693585,1.713336
Portugal,PRT,L-PTE,0.47711,0.508051,0.553587,0.580664,0.609899,0.617855,0.629844,0.641364,0.656809,0.660642,0.660828,0.670763,0.672081,0.670488,0.676708,0.664259,0.641013,0.647602,0.636148,0.626868,0.622647,0.623083,0.605398,0.583607,0.578868,0.584947,0.571416,0.573856,0.5537,0.547768
Romania,ROU,RON,0.000701943297856,0.002003023302016,0.005872416558789,0.018776074567195,0.043940846474689,0.061946669353349,0.087842234473619,0.203271759418131,0.296576829948162,0.438331703974799,0.615916073000216,0.8133369741502,0.978353701017155,1.17788844785221,1.26980376124285,1.40127581519514,1.40130526483346,1.48972751634349,1.56624225072352,1.56607289709755,1.53646731403334,1.55003615275096,1.56358962236274,1.60622434477734,1.62836487135211,1.66287102733867,1.59692807643701,1.60843732245412,1.61977811078687,1.64222499038029
Russian Federation,RUS,RUB,0.000542312701954,0.001199329885838,0.018649361613422,0.179962182569139,0.717657761514156,1.71517,2.455975,2.778421,3.258399,5.539641,7.301404,8.322817,9.273504,9.866787,11.556843,12.736131,12.618288,13.984503,14.341196,14.016913,15.821142,18.443729,19.56826,19.505592,20.998875,23.562632,24.192337,24.0504,24.297159,24.823776
San Marino,SMR,L-SML,,,,,,,,0.748678220285251,0.753875406251428,0.754699053876396,0.757151780655745,0.760930767362065,0.766960922251824,0.771439125292468,0.766320877569424,0.755566687256358,0.748129312356776,0.714188222555119,0.720401067711564,0.722095695750187,0.723987959411031,0.7102569,0.714521127555856,0.726226981023063,0.690037463066451,0.691402236648034,0.689131267415546,0.68267809471538,0.681416995287087,
Singapore,SGP,SGD,0.970573712995617,0.980464109712516,0.971921911343983,0.982213770199339,0.994961170548459,1.00524143870681,1.00203514889365,0.995702676646761,0.971579792803211,0.923435777101819,0.938133472562345,0.901324603424525,0.879405592728944,0.847940655262019,0.859346057224299,0.849282868256198,0.839551524664299,0.865959230653554,0.83766197314789,0.855940655669384,0.855410660612458,0.846737742424011,0.845871925354004,0.858816921710968,0.863950788974762,0.879599809646606,0.878305554389954,0.885979890823364,0.8916305919391,0.875475197620001
Slovak Republic,SVK,L-SKK,,,0.315357,0.355396,0.394761,0.424898,0.436939,0.450574,0.466079,0.494406,0.516226,0.515601,0.521518,0.544909,0.564956,0.564715,0.555338,0.554435,0.53743,0.515184,0.501703,0.506407,0.504542,0.491124,0.485412,0.491548,0.503194,0.51479,0.504794,0.513491
Slovenia,SVN,L-SIT,0.034808,0.065631,0.197753,0.264805,0.317835,0.390393,0.427963,0.456043,0.482519,0.508506,0.526349,0.560022,0.583286,0.608518,0.608333,0.610135,0.6105,0.631131,0.633789,0.645,0.637413,0.62397,0.606793,0.590407,0.591238,0.595298,0.577106,0.568335,0.550876,0.546228
South Africa,ZAF,ZAR,1.2652618801661,1.41543297310831,1.58549789906455,1.74986119611474,1.87708348497153,2.0263106479947,2.14718858085771,2.27938519641461,2.4295357709887,2.56327860928773,2.72777364621935,2.87320468899066,3.17368726529219,3.29634089531325,3.41943546959913,3.49683950056154,3.60643734770502,3.82289184348992,4.08112757212366,4.35420237806303,4.57740124801669,4.7766284942627,5.10781669616699,5.29573822021484,5.57189130783081,5.82525587081909,6.15909337997437,6.42670106887817,6.519588073785,6.65256591249346
Spain,ESP,L-ESP,0.619435,0.640726,0.668489,0.682646,0.694306,0.713594,0.724042,0.723932,0.723853,0.73921,0.739549,0.747416,0.742312,0.760047,0.76653,0.769508,0.736983,0.7333,0.725862,0.718152,0.72637,0.714129,0.694976,0.6748,0.662359,0.66474,0.642644,0.628831,0.612611,0.607903
Sweden,SWE,SEK,8.886935,9.305145,9.190188,9.176092,9.21676,9.371542,9.268636,9.333029,9.396272,9.3059,9.160268,9.400158,9.413655,9.495769,9.302011,9.479182,9.123665,8.88369,8.778986,8.914179,9.017736,8.844042,8.654768,8.597681,8.727131,8.854383,8.822586,8.82407,8.589563,8.620421
Switzerland,CHE,CHF,1.936289,1.97426,1.971282,1.970372,1.952026,1.926041,1.891189,1.844334,1.827663,1.802836,1.788109,1.768379,1.70976,1.717018,1.693209,1.686548,1.600989,1.533994,1.493049,1.46898,1.464944,1.397498,1.354072,1.312477,1.281761,1.235788,1.201964,1.183945,1.142621,1.125833
Thailand,THA,THB,8.95408392492944,9.158900838419,9.35694096709311,9.73365024672309,9.97546671221331,10.331449005115,10.5614627047417,10.841453701113,11.5852824193951,11.1260961712332,11.0276693434652,10.9978977825579,11.0096658098538,11.0412769489263,11.1355754542367,11.3490336782857,11.5779403926579,11.5539311466907,11.915316004459,11.8481989755283,12.1896823596814,12.3871974945068,12.2497034072876,12.300760269165,12.4879426956177,12.6408605575562,12.7310800552368,12.8447160720825,12.7228943025778,12.5736324625292
Turkey,TUR,TRY,0.001188,0.001825,0.002921,0.004787,0.009676,0.017742,0.031042,0.055385,0.128877,0.196465,0.281508,0.414892,0.591251,0.737306,0.79283,0.834589,0.842933,0.852344,0.87996,0.903963,0.919607,0.966176,1.019856,1.070294,1.104504,1.162452,1.241052,1.379575,1.583491,1.840625
United Kingdom,GBR,GBP,0.632935,0.65153,0.658168,0.660507,0.65571,0.714632,0.714617,0.708919,0.720742,0.725819,0.704306,0.694382,0.689877,0.696596,0.68841,0.707619,0.69742,0.7101,0.701691,0.709551,0.701707,0.706052,0.701634,0.695248,0.698444,0.692551,0.688603,0.682422,0.662639,0.664175
United States,USA,USD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
