Country Name,Country Code,Currency Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Australia,AUS,AUD,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.882670259295548,0.838697807262207,0.704113907966658,0.696665868638096,0.763871249,0.818284082333333,0.901824999,0.873659249,0.894640915666667,0.878244332333333,0.870214582333333,0.985862832333333,1.11001499916667,1.13951916591667,1.4318949995,1.49597416641667,1.42818,1.27990833333333,1.26459666666667,1.28105666666667,1.28375583333333,1.36164833333333,1.47056,1.36775083333333,1.3490325,1.27786333333333,1.34738,1.59182833333333,1.54995,1.72482666666667,1.9334425,1.8405625,1.54191416666667,1.3597525,1.30947333333333,1.3279734405,1.1950725,1.19217833333333,1.28218881008452,1.09015948638677,0.969463201496735,0.965801030658708,1.03584309652054,1.10936329281692,1.33109026245502,1.34521397601947,1.30475807671592,1.33841214646451,1.43850654421382
Bulgaria,BGR,BGN,0.001169999999,0.001169999999,0.001169999999,0.001169999999,0.001169999999,0.001169999999,0.001169999999,0.001169999999,0.001169999999,0.001169999999,0.001169999999,0.001169999999,0.00108,0.00097916666575,0.000969999999,,,,,,,,,,,,,,,,,0.01778825,0.023341166666667,0.027593583333333,0.054133666666667,0.067170833333333,0.177888666666667,1.68187916666667,1.76035833333333,1.83638333333333,2.123275,2.18470833333333,2.076975,1.73270166666667,1.57510891666667,1.57413333333333,1.55926666666667,1.42905,1.33711666666667,1.40669166666667,1.47739166666667,1.40645833333333,1.52205,1.47356666666667,1.47418333333333,1.7644,1.76804166666667,1.73545833333333,1.65704166666667,1.74704166666667
Brazil,BRA,BRL,8.09970533496994E-14,1.16843478826882E-13,1.67764155487091E-13,2.488693976762E-13,5.42023917053559E-13,8.21654885346591E-13,9.60713051097307E-13,1.15260322134062E-12,1.46959525276793E-12,1.76336283963875E-12,1.98785378344809E-12,2.28822086312487E-12,2.56796001993275E-12,2.65094052783721E-12,2.9383610615176E-12,3.5168444719385E-12,4.61870733099062E-12,6.12086729455843E-12,7.81974984419137E-12,1.1660690720063E-11,2.28123189244443E-11,4.03001093531326E-11,7.76854427171099E-11,2.49718172221135E-10,7.99741323974138E-10,2.68324234084592E-09,5.90968226749251E-09,1.6976307824584E-08,1.1354767374037E-07,1.22638743473744E-06,2.95572678942699E-05,0.000175961443086,0.001953023522488,0.038276610926673,0.664683514070577,0.917666666666667,1.0051,1.07799166666667,1.16051666666667,1.81393284657213,1.82942312207561,2.34963170932244,2.92036301775519,3.07747511847801,2.92511944951586,2.43439003623188,2.17532666666667,1.94705833333333,1.83376666666667,1.99942817314426,1.75922671058718,1.67282875525659,1.95306861112487,2.15608915126311,2.35295196276669,3.32690438276879,3.49131342157271,3.19138944630048,3.65382536145755,3.9444710972507
Canada,CAN,CAD,0.969766786666667,1.01306251583333,1.06876922408333,1.07851434416667,1.07859841916667,1.07798428416667,1.07734156666667,1.07871042416667,1.07747140083333,1.0767805125,1.04421874416667,1.00981054416667,0.990662555833333,1.00009014,0.978017525583333,1.01715926333333,0.986028304083333,1.06344161083333,1.14065917075,1.17142449583333,1.16922686666667,1.19890312083333,1.23373491166667,1.23241182741667,1.29506561083333,1.36550739166667,1.38947105916667,1.32598258166667,1.23070084666667,1.18397208416667,1.16677362666667,1.14572584416667,1.20872292,1.29008788166667,1.3656734475,1.37244541833333,1.36352163583333,1.38459802833333,1.48350530166667,1.48570481916667,1.485394095,1.548839955,1.57034283416667,1.4010145475,1.301281595,1.21140513416667,1.13434472583333,1.07404562166667,1.06708691833333,1.1415354059127,1.03011273517598,0.989258158636364,0.999364743593074,1.03013736373016,1.10474713237886,1.27878620362554,1.3256151637482,1.29793584646039,1.29581792813534,1.32679336266012
Switzerland,CHE,CHF,4.37295000337295,4.37295000337295,4.37295000337295,4.37295000337295,4.37295000337295,4.37295000337295,4.37295000337295,4.37295000337295,4.37295000337295,4.37295000337295,4.37295000337295,4.13385416831202,3.819249999,3.16483333241667,2.979249999,2.58128333241667,2.49964166575,2.40352499933333,1.78802499925,1.66272499908333,1.67570833258333,1.96424166591667,2.03027499908333,2.09914166575,2.34968333283333,2.457125,1.7989166665,1.49119166666667,1.4633,1.635925,1.38915833333333,1.43399166666667,1.40621833333333,1.47761666666667,1.3676925,1.18246916666667,1.23601,1.4513125,1.44981330833333,1.502155,1.6888425,1.687615,1.5586075,1.34665083333333,1.24349583333333,1.24517666666667,1.25384333333333,1.20036583333333,1.08309,1.08814169630268,1.04290564573352,0.888042028223281,0.937684480709349,0.926903547758285,0.916151047283613,0.962381328004354,0.985394394244834,0.984691666666667,0.977883333333333,0.993775
China,CHN,CNY,2.46180945506436,2.46180945506436,2.46180945506436,2.46180945506436,2.46180945506436,2.46180945506436,2.46180945506436,2.46180945506436,2.46180945506436,2.46180945506436,2.46180945506436,2.46180945506436,2.24506695586737,1.98941597413555,1.961199999,1.859799999,1.941399999,1.85782380200975,1.683599999,1.554999999,1.498399999,1.7045333325,1.89254166583333,1.97567499916667,2.32004166625,2.93665833325,3.45279166658333,3.7221,3.7221,3.76510833333333,4.78320833333333,5.32339166666667,5.51459166666667,5.76195833333333,8.61874266666667,8.35141666666667,8.314175,8.28981666666667,8.27895833333333,8.27825,8.27850416666667,8.27706833333333,8.2769575,8.27703666666667,8.27680083333333,8.19431666666667,7.97343833333333,7.6075325,6.948655,6.83141605176666,6.7702690287094,6.46146132655007,6.31233282683186,6.19575834608231,,,,,,
Czech Republic,CZE,CZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1528333333333,28.7850833333333,26.5406666666667,27.1449166666667,31.6984166666667,32.2811666666667,34.56925,38.5984166666667,38.0353283333333,32.7385183333333,28.209,25.69975,23.9574166666667,22.5955833333333,20.2936666666667,17.0716666666667,19.063,19.09825,17.6959166666667,19.5775,19.5705833333333,20.7575,24.59875,24.4399166666667,23.3763333333333,21.7299166666667,22.93225
Denmark,DNK,DKK,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.95654167204762,7.5000000065,7.5000000065,7.5000000065,7.42633796871194,6.94929166566667,6.049499999,6.094899999,5.746149999,6.045024999,6.00319166566667,5.514624999,5.26095833233333,5.63594166566667,7.12336666566667,8.33244166616667,9.14499166575,10.35659166625,10.5963916664167,8.09099166658334,6.84031666666667,6.731525,7.310175,6.18855833333333,6.39645833333333,6.03613333333333,6.48393916666667,6.36055166666667,5.60236666666667,5.79867166666667,6.60445916666667,6.70082666666667,6.97624,8.08314416666667,8.3228175,7.89471416666667,6.58767333333333,5.99105666666667,5.99691,5.94677833333333,5.44370083333333,5.09813083333333,5.36086666666667,5.624075,5.36871153508772,5.79247553703916,5.61631168617622,5.61246666666667,6.7279068312963,6.73171825724638,6.60289346561404,6.31461878666667,6.669446615
Austria,AUT,L-ATS,26.000000025,26.000000025,26.000000025,26.000000025,26.000000025,26.000000025,26.000000025,26.000000025,26.000000025,26.000000025,26.000000025,24.9855838961397,23.1153333323333,19.5799999990833,18.692499999,17.4167499991667,17.9396666658333,16.526916666,14.52166666575,13.3674999994167,12.9379999990833,15.9268333323333,17.0592499991667,17.9633333325,20.0090833326667,20.6894999998333,15.2671333333333,12.6425,12.3476666666667,13.2306666666667,11.3698333333333,11.6759166666667,10.9893333333333,11.6321825,11.4218249166667,10.0814958333333,10.5865575,12.2042441666667,12.379065,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,L-BEF,50.000000049,50.000000049,50.000000049,50.000000049,50.000000049,50.000000049,50.000000049,50.000000049,50.000000049,50.000000049,50.000000049,49.0569774216899,44.0145833323333,38.976499999,38.951499999,36.7789166656667,38.6051666656667,35.842749999,31.4920833323333,29.3186666656667,29.24166666575,37.1292499991667,45.6905833323333,51.1316666658333,57.7839166664167,59.378,44.6719166666667,37.3340833333333,36.7683333333333,39.404,33.4179166666667,34.14825,32.1495,34.5965208333333,33.4564975,29.4800166666667,30.9615133333333,35.7738908333333,36.2986408333333,,,,,,,,,,,,,,,,,,,,,
