"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,"Common Reference Period",
"Norway","142","Consumer Price Index, All items","PCPI_IX","Value",,,,,,"7.22089225","7.49563283333333","7.71064691666667","8.09886641666667","8.28401775","8.313881","8.4930595","8.9410055","9.16199233333333","9.69952783333333","10.1056688333333","10.43416","10.9119683333333","11.288245","11.62271","12.8590416666667","13.6593708333333","14.6508275","15.7378416666667","17.2190508333333","19.2318241666667","20.9937425","22.9049791666667","24.7744083333333","25.8916666666667","28.7083333333333","32.625","36.325","39.4","41.85","44.2416666666667","47.4166666666667","51.55","54.9916666666667","57.4916666666667","59.8666666666667","61.925","63.3666666666667","64.8166666666667","65.7083333333333","67.325","68.175","69.925","71.5","73.1916666666667","75.45","77.7166666666667","78.7166666666667","80.675","81.0416666666667","82.2833333333333","84.2","84.8","87.9833333333333","89.9166666666667","92.0916666666667","93.275","93.925","95.9166666666667","97.875","100","103.55","105.491666666667","108.408333333333","110.758333333333","112.183333333333","116.091666666667","2015A",
"Norway","142","Consumer Price Index, All items","PCPI_IX","Reference Period",,,,,,"2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A",
"Brazil","223","Consumer Price Index, All items","PCPI_IX","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.11251333333333E-08","2.24421833333333E-08","4.50063083333333E-08","1.05777283333333E-07","3.08998433333333E-07","1.00730295833333E-06","2.489477E-06","8.17385325E-06","5.959675E-05","0.000912261591666667","0.0278032955","0.14813225","1.55829505833333","31.5925746666667","687.419166666667","1141.16416666667","1320.985","1412.48583333333","1457.61583333333","1528.43333333333","1636.09833333333","1748.01333333333","1895.72333333333","2174.6775","2318.145","2477.39083333333","2581.03416666667","2675.01666666667","2826.92","2965.10083333333","3114.50416666667","3321.19666666667","3500.6575","3717.84916666667","3953.15333333333","4310.11916666667","4686.78666666667","4848.31083333333","5025.99416666667","5213.61333333333","5381.0625","5827.78","1993M12",
"Brazil","223","Consumer Price Index, All items","PCPI_IX","Reference Period",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12","1993M12",
"Latvia","941","Consumer Price Index, All items","PCPI_IX","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.05071530833333","11.0503329166667","23.09404","31.3905058333333","39.2305783333333","46.1392675","50.0368283333333","52.3606458333333","53.59888","55.0215308333333","56.3899383333333","57.4832691666667","59.1747991666667","62.8391308333333","67.0797983333333","71.4642675","78.67714","90.7952441666667","94.004045","92.9844433333333","97.0485475","99.2396991666667","99.2104683333333","99.82606","99.9999991666667","100.1406325","103.075116666667","105.687508333333","108.658816666667","108.89685","112.464125","2015A",
"Latvia","941","Consumer Price Index, All items","PCPI_IX","Reference Period",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A","2015A",
"Cayman Islands","377","Consumer Price Index, All items","PCPI_IX","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98.6272","98.89955","100.2104","101.40185","103.59275","104.9125","102.44965","101.809075",,,,,,"2008Q2",
"Cayman Islands","377","Consumer Price Index, All items","PCPI_IX","Reference Period",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2008Q2","2008Q2","2008Q2","2008Q2","2008Q2","2008Q2","2008Q2","2008Q2",,,,,,
"Bulgaria","918","Consumer Price Index, All items","PCPI_IX","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100","221.60754244925","2567.04317696876","3046.36672708842","3124.75104739719","3447.10855632533","3700.84812380733","3915.872716336","4007.8425357074","4254.20985632937","4468.57260219539","4793.06223021126","5195.80092285557","5837.41580976215","5998.13167254491","6144.42554051628","6403.71436686746","6592.91648146526","6651.59960522458","6557.26769700625","6550.40661398183","6498.09179899701","6632.05621223579","6818.71840139494","7030.35297239303","7147.93147573754","7383.65198233464","1995A",
"Bulgaria","918","Consumer Price Index, All items","PCPI_IX","Reference Period",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A","1995A",
