"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,"Base Year",
"Malawi","676","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","4564.22358277722","4612.93330504278","4780.98576504235","4673.1575151245","4603.45751831121","4474.5800037381","4271.20349635767","3654.16325408324","2892.92259634524","2627.96232683626","2819.66799575715","3002.26474667279","3135.94379841636","2629.62123431332","2452.17151487487","1551.10973297654","744.137864618599","813.624689520336","813.786497759191","498.282778633812","346.850746142897","289.420732281002","259.452119926972","259.883103111219","171.758050074384","139.055474217756","126.440858579665","110.739069131442","104.880831924297","106.049585770326","111.352318032717","100","93.9477733766701","66.6542169005962","43.968540001492","39.7064176879539","38.1983779934458","28.0245626411157","27.0913442638547","27.1970415766957","28.203174025717","29.2847883273309","26.7534436242541","",
"Latvia","941","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value",,,,,,,,,,,,,,,"28.842664216989","52.487178890888","75.47305481855","75.7015124921683","80.0293329246089","84.823501506248","101.777127140164","111.380008095368","111.802676866022","110.642866887042","105.701831285898","103.403592056257","97.7811450945087","97.2633251900048","98.4077050203821","99.5720022525193","104.087652938447","100","102.777756872465","101.53939030428","103.867422877896","106.75990615303","107.025229365125","110.34060329965","110.444906401201","113.398112293168","112.739612894476","115.539052370402","116.41442023637","",
"Lebanon","446","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","21409.5648196381","20872.8920224683","19843.4283065469","20570.051545486","23785.6110425811","18768.3194127842","8078.51381924974","3382.74568128768","626.650828090073","246.430804558632","219.538412053087","160.414243757773","121.731549192642","74.8187570852829","75.4617814521606","83.7256805082588","83.0103679919846","88.4060359362859","99.1870708981987","107.331692843908","110.874072236856","121.368765883313","127.793844694619","124.920620559203","112.904952731472","105.832609721519","104.626048922921","104.056784528465","99.016285718486","95.5768131247343","99.9866949599749","100","97.7855192454634","101.703008281862","102.637690364664","104.681005032019","116.170713785178","119.601382173712","121.910788953439","121.623729180314","125.900578569891","126.717575999325","125.450091079342","",
"Hungary","944","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","390.360576689116","428.542473933279","487.21796189078","511.433554632656","479.726214306466","478.126062006214","485.235910580442","428.906364658217","369.616180856478","343.643509945574","321.649774002929","281.424800040322","250.138619191789","238.507037158009","227.424580912123","203.085742501751","158.298393271989","135.266352540404","124.271797593397","110.687096966988","105.328892986909","99.287532447182","100.862075514509","107.940071050271","107.801698186138","109.922073292406","110.236352827983","103.299904641082","109.465240546109","110.758242729923","101.509215944795","100","99.1986218760662","93.7241712995876","92.9381758833882","90.6648841220837","88.0430640398625","89.2565001467221","90.7298175290182","89.767746058685","87.4800750284286","82.4435500849286","81.3876992897502","",
"Iceland","176","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","2920.15741392225","2171.43501770659","1637.47111413833","1100.28161615072","586.863458821917","492.573075197721","387.862733581736","325.235157674699","307.702003111669","266.849636562485","211.004550127451","192.652863152239","196.889558576186","201.782789840485","191.514791988074","189.369490329084","191.590922478236","192.222962833238","196.482617050337","203.305770716231","202.116485030523","202.03692985743","170.36551707155","174.543436836548","185.263473668944","188.491497066049","207.813764747474","185.240620071446","190.490121922267","138.727278872422","99.7520599058881","100","100.561226120519","97.1526900321004","99.4899235635735","105.764808311524","107.784677145696","121.274497015825","136.199638290935","131.998498978254","121.344500826562","110.175492587456","113.637942334474","",
"Qatar","453","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","81.4312131650847","83.2235299160084","93.0274451571913","103.309946094036","108.882844201265","117.222191206032","120.436151947806","98.3910990151501","87.7868960087476","83.2704585955389","88.4318372607738","85.9503635882397","89.1484733467088","90.4404175720014","98.7370671807569","102.835358800584","98.1756855730752","101.595896749211","108.37792934521","114.461701082021","113.170688108109","118.345403054371","123.420437543058","121.193838099893","111.630404630314","105.807474223063","104.938057659128","104.478389815587","99.7596532452166","97.5453561815169","101.636562596964","100","96.5914577037335","99.8774766327107","101.396449487523","102.574840784198","111.723300052468","114.601618679204","115.23002204104","114.566319742626","118.353622504279","119.359826996944","116.991334484391","",
"Romania","968","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","90076.3881373551","92275.686991452","131160.120810315","148402.293504144","142926.16642966","131281.934461439","174276.935391878","155821.750715498","157071.843315093","163669.582748846","174233.974004609","118874.053992254","45878.5773841671","9517.6408815757","4032.68849301887","1832.23187615628","1440.34549331531","987.321194502774","479.52908849067","402.015896851417","244.73261504706","194.552155339376","151.629991689559","128.150411172973","110.379113443105","103.247107039129","114.34577372376","117.916224751544","125.211567755512","114.623282491623","102.107274294416","100","100.151407883408","93.9693120164046","96.4527347571525","97.4233900681149","95.8676338496966","96.7562976310525","96.1026118188798","96.6076353475173","94.6714801195864","94.886001798134","94.3677672109123","",
"Bolivia","218","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","44428.3470115059","43143.3958327175","54215.0720127602","38717.7775010719","12573.1355486701","2771.48270048427","126.695934117144","3.81891627179017","4.29320789044383","6.09124155416468","12.1757605983465","24.5230124052425","33.0996375357812","45.1400341337474","70.2899667559201","112.762995225035","115.155234370719","113.326527180538","115.143302981887","115.045432520759","118.860260406243","115.44781025638","115.757155804367","120.327493059525","109.980832383838","102.155490824661","95.4871067290021","93.6003177121365","91.2303529084509","95.7024753570172","104.17468526756","100","98.4705517148655","102.974790452879","106.937114329265","113.443017659781","130.468785352558","137.847101973536","136.070073042306","141.536846755223","151.863795119558","164.46198707852","165.37034291365","",
"Japan","158","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","22.6297684895156","22.1897337220507","25.220077568496","24.1435725307489","27.2617305401304","29.5341903516079","31.419169998385","41.5850334554879","45.9694875273162","51.8409714678779","50.9136977477583","49.2434240790446","54.8145099518262","59.4225631344673","74.0607256652924","84.687839124073","90.3698733703171","78.8141307587424","74.9459778620479","76.7174234206767","87.0724809129575","94.6748858106856","87.0108511530751","83.0982704800374","85.6701569934305","88.8617542339158","85.874613178265","79.6209215589388","75.3005928202778","83.8548991722334","96.1375042753269","100","105.710199740076","107.259258789285","87.2373355959227","81.1038529923617","75.745265293357","87.6000188955195","84.576522039548","84.8056977764935","88.5786403173377","90.6965659650216","85.243270430964","",
"Brazil","223","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","7180677766674.46","3667722751422.87","2396579966716.5","1447892499433.41","566309489866.887","195456807596.101","67533389381.0017","24918047491.1571","10343214785.6611","1956483065.00485","235493020.412818","9173998.65137837","1279091.25543148","146693.982410236","11117.4985843785","375.153970632654","166.399147071278","155.863800839588","153.221151506035","146.97831669909","94.6980631626914","97.3660118885943","78.3901150146817","73.4102312184346","61.9957429754237","63.0822036173872","74.4656545990393","82.6980532248073","89.3295725874114","92.8774540797864","89.7566035462456","100","102.483473502408","90.9316570216627","83.9158457794332","81.157146529659","63.7074655091193","64.5585328878613","70.6221351607454","63.8523226405152","63.7326113010504","51.2481333534463","48.6327854545167","",
"Bulgaria","918","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value",,,,,,,,,,,,,,,"2637.8350511805","1851.10430286656","1640.48190633077","925.795512264029","86.7903769232785","83.0264382656787","88.6370948823248","87.6425690925634","89.8765184526369","92.228810941468","96.9706494216046","98.7324911112108","97.3802375970439","97.5986615082557","98.4611768831396","100.087111796815","103.415805344165","100","100.937928918733","99.5169626739719","101.676078611913","104.157440357342","102.876868938686","105.349000422658","107.1458698748","110.915634557098","111.074973982879","114.461326864884","116.729096532296","",
"Burundi","618","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","438.731604135723","439.456944714835","522.178653486002","595.361697805077","636.444858994725","548.374502810713","572.322844842127","501.460864322613","415.803465885621","365.293605926023","348.932270318236","321.559965894276","344.886915012012","347.846030495007","373.7521854912","407.740610263531","397.044170336522","345.301903140181","323.43291037561","271.327190591695","223.576894593568","192.572126847851","174.495640985935","159.152032196557","121.357539740707","112.14074547932","113.799241120341","119.00505098162","108.215847337025","95.9225311284753","99.2300121135764","100","97.7204476083117","88.4368123888384","83.4061851139133","85.8337209748473","94.8013659341252","93.5830341335318","91.1181111569921","88.7385012966181","88.8864790168843","87.2672363867664","84.2210567790896","",
"Cameroon","622","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","93.9648888040905","96.0638573155545","90.0509080655332","86.1933089647009","83.7725207165263","83.1495171687356","86.5222250704785","93.5277608963503","98.0825915292375","101.517296614375","106.523979430994","126.080753182747","133.182482110866","151.718077397874","168.204088242314","94.4831635748042","99.8751970418385","100.632103109572","96.9685132005616","98.4890312966709","96.7215446368489","91.8995608417689","92.8968246047431","95.3315206608173","99.8392267605707","101.278825844061","100.362622826769","100.146309090565","102.900638372693","105.310727426736","104.946812168464","100","101.233288931641","97.6674572844718","100.657180670942","101.751308124404","94.5027873123513","97.5458413519075","100.014507616081","103.053873298233","101.845489191778","104.382316606156","104.966727050611","",
"South Africa","199","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","767.787313109842","821.893439903662","821.837815812856","726.3596498476","743.332360477181","615.420031464683","418.564819284404","330.269217888782","327.864583096994","282.515194889641","257.618876839989","248.611561756624","241.105353277415","234.635652261213","226.147509529535","214.593695903587","198.627928122938","174.945763518912","173.87109281472","152.596782588193","138.778734305742","130.740368162224","111.695925669412","88.9477328948931","111.733594732295","121.914025801243","122.279876264195","114.570185111564","103.772461492651","86.2432899970924","88.6384903939782","100","97.3406682790674","89.1294409072475","76.7197096456086","69.3606063683792","65.7942709597079","59.1539334803157","65.2683745200589","65.3095944685174","62.079548297142","55.6743600297549","60.0269498588073","",
"Greece","174","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","547.437412465466","477.561675509779","437.733992764222","407.001194194166","332.142135121709","286.293528530071","243.531411544095","188.747437791074","169.788629776397","157.715318067836","145.947822258791","134.483552596691","120.133374694092","111.89234161373","102.616170504248","97.3109587840245","95.6259779425447","96.6099482928811","99.8020236765453","96.1978904675888","96.1011738907293","89.711623249153","90.8349401209732","92.8898344933232","97.9976097837191","99.3784853546397","98.1446706385208","98.1751658315277","99.4975161844011","101.539322566092","102.966909459251","100","100.943455478989","99.045909391106","101.049832952729","102.059933771106","98.8232296623788","100.89939035063","102.350456739162","104.879324790928","104.740555288154","106.873285816377","107.953371575405","",
"Grenada","328","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","49.0635382657402","47.8447966664814","51.6583969960339","55.0254400469676","58.0284518873202","62.2549870487403","63.9583976958081","61.2433116777651","57.9998041252183","56.5815544243774","59.624091934771","60.6799822767217","65.6445253710822","71.1725518841325","84.5770032317156","96.6718071845809","95.6576648801848","97.1976104473723","99.3312373172461","100.535364883131","102.73833845222","105.866027037046","107.87504523443","107.057902926212","103.01437368809","100.17902745942","99.7092761720684","100.078330903584","97.3944708919961","96.0859715773834","100.074881188293","100","98.6805399378208","100.639528754944","102.063321016186","102.712824537853","108.098940400031","110.669862045794","111.068613167091","110.249222588348","112.486903412775","113.407043121339","111.926386095323","",
"Iran","429","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","7100.55898731054","7290.8049229472","7696.11721990238","8214.14686885824","8648.05263384134","9212.28669882452","5526.92822165081","3295.66369869097","2753.44139922236","2585.92959378606","2338.60521128421","1618.15234450898","1370.2299598429","670.312552098765","458.996308221186","485.36433330954","468.528191627405","497.787623252027","551.057267983533","608.64155667392","652.784819562134","703.16930438976","748.878566698487","262.378099304242","142.692480391297","127.347755310934","120.765350364155","116.708879676715","109.23541434327","104.275302928974","105.96526902429","100","93.8866657028338","84.2233683688729","62.757083450562","40.4461773453477","39.2931541323869","38.4365421246295","36.1319341454996","29.5248318536821","29.9118953461341","30.4078342545604","30.0114526015195","",
"Iraq","433","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","91098.9627969006","98230.260790716","117261.140227936","133281.349064605","143613.186946307","166338.997561156","181379.39130979","156917.383608106","146275.947870251","154215.703331526","177664.218519066","181262.053626186","201135.003528722","217915.100060723","258016.431644598","299109.729606555","295971.195132854","312783.858833799","337892.582677959","353025.464746601","380501.595288107","413757.496546812","426649.538805425","438909.148310636","305979.947336486","82.0091956318923","80.195830602858","80.9608582653163","90.7753151578863","93.6044452246778","100.798693463627","100","100.217180119446","104.741576316881","109.729803738711","117.306427667995","129.668293510128","134.576707340453","140.431548229126","148.659163490498","155.958849990822","159.611679500205","132.870335473312","",
"Sierra Leone","724","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","186714.539733507","186931.91931116","195801.960949799","207776.297419732","168472.000919255","128184.206945303","72618.2562064787","35109.5110071695","8496.951539278","8333.41724638689","4991.14096874651","2057.75170687321","1149.13735345744","666.99162052896","682.035104023863","723.733724638036","550.864160399409","455.524482959361","473.909684784508","298.995137837103","267.845706381539","253.44270333912","277.772476791641","253.035799573456","198.737523203659","158.862181745121","147.223538760846","142.556983467173","131.88161091286","125.525439965003","119.239506690398","100","89.6248166028844","94.3489775975749","94.9169705417202","93.273137429692","94.6666141663618","78.721523126757","66.4791154074023","60.9993301181933","56.0680217120703","51.75753151139","47.5452223388446","",
"Guyana","336","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","2263.5094239572","2303.67152337199","2335.23911415961","2409.81990506943","2677.90801601943","2445.42353460708","2432.31249022434","2296.88855348813","1011.49302586438","1026.74234196788","564.032932550661","286.150834973314","130.165262686421","123.219069377929","140.685005471008","144.633670906122","137.881185704748","143.589717525617","147.771817057706","143.569823507074","123.091075754326","125.203321095389","125.893129756324","123.629692104781","116.074800826153","108.916183240277","107.086628231444","106.239723286043","100.586906124917","97.3009867429654","101.458949400727","100","97.5775087106404","99.7679899858397","100.296653871673","101.309561183008","109.248737484337","113.598513025734","114.388800619788","113.445645067734","115.249960694843","116.663834168087","115.86486959187","",
"Singapore","576","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","62.0711530288857","63.6206904729542","67.7960859662862","72.3308300754876","75.1631297722651","77.257512833501","77.3371741042237","68.0863392111012","65.1147355966157","64.8290470889351","69.1863825222678","74.3830029868514","77.7648704505148","80.236852998631","81.307152894868","85.2010233810024","87.7300179291035","91.7096047800477","93.5135143499611","95.0937694400878","90.2658962072155","90.5663163563755","92.0256052712114","91.2891768533457","89.0730975658025","88.6683275110515","89.4304239732562","92.4620569079457","93.7743056545259","97.0377283955796","97.2642740929592","100","103.578825707391","106.155449022285","108.092732108206","108.746519146051","107.735759418233","109.941074705149","110.116325473053","111.082553701852","112.596343851845","111.042632647338","110.6024014396","",
"Slovak Rep.","936","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value",,,,,,,,,,,,"98.3291574279834","77.6982536253235","78.5386179024468","77.1660392383261","74.0327782418073","74.4449748062344","75.2910367766556","77.5512513597636","75.9422291735809","68.5523846187596","69.2239997466546","67.6316066419002","68.5754702934335","72.8926734340716","76.0010940110858","77.6788564598574","80.3844077846353","88.9753371173222","96.7209036118579","103.501462443086","100","100.279201823638","98.6455782746073","100.42457004587","101.885758703222","99.6483967492969","101.871929659117","102.642390611434","104.566067117476","104.135736690834","105.860827003917","106.481482732922","",
"Solomon Islands","813","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","771.805729400987","806.763042841824","811.742699901757","792.652261664046","705.619334445754","674.769289029475","618.169854822861","474.412728042356","381.688880875276","347.865728422969","326.02634820078","294.228735752712","278.928958283737","263.228533467225","257.318515303846","252.23534169737","232.94577871535","227.001022547989","233.307743677205","205.930658392846","200.729996638936","199.605453196445","206.393004921621","159.887464052774","128.440792399194","120.301559400658","117.644702163867","116.346083552842","109.032780225287","104.094077042515","106.026742873509","100","98.8595544601487","103.642350012213","107.361972800422","109.916029550528","115.079679675955","117.228800953247","117.884909261399","115.554263443225","116.282901030321","116.238583696138","114.34339858722","",
"Fiji, Rep. of","819","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","155.16236857541","160.969634650206","166.019388834779","171.431597850319","171.924117893774","176.308181604386","185.194737635286","174.784645711121","151.718545298386","124.968905295565","130.353606260216","133.623522715031","134.501700181007","132.177303296406","133.274841338172","136.622758084634","135.571335800861","136.082309873154","139.092640327976","115.307470977222","115.308736616056","113.979328204572","114.160059309832","116.022152709519","121.788871109227","124.008609646796","123.879225350129","122.527222231626","122.781441247893","122.479316464339","105.883659169746","100","100.432241532396","101.432127036099","100.572939400888","100.232901311135","101.472692400464","103.041236834206","103.553427991757","102.478617349006","103.008309021134","103.039283559576","102.929081654225","",
"Finland","172","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","103.296006785002","106.607658465702","108.380267300688","109.834344709152","104.114162679046","105.774896674164","106.061063669109","104.958168778138","106.304615815849","107.781971342636","111.218013581624","113.331425104035","108.728476790034","94.9066397664311","81.6244528451175","87.9886423080839","97.2086412235334","94.7112672240517","91.7490402554638","93.0598116479445","94.5708972647524","89.4288476261948","90.3140877450406","92.1271243975806","97.8107786397814","99.8795190496668","98.9076078927311","98.6701533728337","100.675213376525","102.97594294895","105.446094002731","100","99.9657404603533","96.940329789395","99.5898961061599","101.814025769624","99.0216023109945","101.435120884175","102.096036944811","105.232220864031","104.588247543241","107.040518480218","107.589996318932","",
"France","132","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","103.017083768338","104.098505090799","96.7797569450234","89.6335557908926","84.0972744008487","81.4774989187076","83.331179709148","86.767342361551","87.803909830381","87.4482678151632","88.2990920537445","94.7042126537929","92.751556450025","95.7486157102281","98.0865083795984","98.9524460789145","102.466984117031","102.437440131018","98.0656319037329","99.1405768565349","96.956761138016","92.2017013326355","92.5705953420119","93.9556858603363","98.8058043339738","100.489568318029","99.674743420297","99.7306961777804","101.4369669488","103.205310059275","103.961992426081","100","100.347022102411","97.7347274970405","100.157537185938","101.125285966796","96.4992729745005","98.4304956375296","99.8396418061168","102.397098808594","101.418441497161","103.307739704757","104.194336795593","",
"Gabon","646","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","104.514112157732","108.1709752593","101.088533848404","97.9324257128841","96.4309830119802","96.745337949045","102.304085589069","111.472044342514","119.221133391119","127.007141160494","138.718648462789","164.600463922357","165.716798810807","176.195089525156","181.81548692991","97.4791577768597","101.555083157042","102.064073921143","98.1750623059868","98.4793235653956","96.7180798300725","92.5375060299164","92.5284853188688","94.0298729409114","98.3354738803062","100.11165789267","99.801597084629","99.7965875765243","101.995906698836","104.738744033982","105.223420495292","100","100.871047418513","97.8527459054496","100.877313705477","101.914990561506","96.8251790432147","98.0856809397294","99.60635772805","102.652587100183","101.563109818601","104.333405974724","104.797922794492","",
"Dominican Rep.","243","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","1064.99165153824","1091.59705550122","1183.07971993996","1241.89867604259","1239.81214389263","816.876830294743","726.763216701623","669.824806369706","533.200251915511","360.649607811605","377.795286437536","319.853497804921","231.002692111553","244.214279086326","267.95230652351","289.527812526034","283.207646037303","288.844607522965","274.007513472351","267.328000432945","247.383605363152","247.329369056258","243.917584194576","230.334751480567","143.435329437321","94.6176699648379","125.863218083267","113.36941238976","110.406769927769","103.829951470946","103.202638731944","100","94.6242769550213","93.7255877441528","89.018470543405","86.8858455675637","90.2214671398006","90.7010074414616","87.4173816050791","83.7969707490288","83.5459964579822","77.1694536551544","74.9509242134668","",
"Australia","193","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","83.8333278881025","86.9878667049609","95.8885560205931","93.6840218586386","88.4670661322096","93.2369111435204","78.4530456154925","65.7213532658858","63.5680849689577","70.0126932363542","76.6525545562881","77.7548607212006","79.3155858796875","75.4796701499403","74.0065117176051","81.9921819306381","79.4086806876231","86.8148884795759","88.0736956869444","81.9756812157709","82.0557225211457","76.6331218444804","71.7201026799181","73.9639497118391","81.9211866607859","87.9678426034053","90.2578107504895","88.5205808900661","94.0336360794161","92.1423396163852","88.1216972207404","100","107.395658445549","110.15356940154","104.236083643305","98.6048371767555","89.6940675914458","90.9895145582849","93.6680103955149","89.9737235159301","86.2546059423049","85.9615666508358","90.822385076089","",
