"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,"Base Year",
"Hong Kong","532","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","144.3573139349","146.171859824894","140.133022939279","140.590717689303","121.094808627759","118.455662631972","124.599553333419","109.608988798954","100.636158576909","95.1300895526409","97.6702579251971","99.169454968851","101.282754799075","100.412694648593","102.319078596931","111.638483591338","106.44160933434","109.716224227888","114.624944641954","120.897840887767","119.247572130279","121.939326449143","126.449358641507","125.147061747951","118.851270375586","114.136745090189","113.05464505363","111.753346323635","107.133041217289","101.308873496007","102.681028798551","100","94.9563280043379","95.27140437472","95.7294033226699","96.1724512194904","100.843361061023","104.193552054525","104.294643749178","101.703653877373","104.925585336182","105.522735914148","100.857991843768","",
"China","924","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","272.920255357464","292.814396786793","285.996616422904","293.858486980158","308.525203803356","293.313804668284","251.076858616364","183.134439861049","156.642871901784","157.29963938074","177.470356683849","144.957952455639","130.204612024144","122.683278523699","118.627111810075","77.6643803700292","76.7287206161762","80.1260793926003","86.2269087220565","93.7103222605104","91.6722398368751","93.1673881056059","98.3403889759365","97.9032132551007","91.8783443529466","87.6733905608052","87.2674144911259","89.2266063343675","90.2583062506333","96.4459356586014","102.202671624342","100","100.361862490864","106.112034542033","111.49996815683","115.520434033174","126.767573409239","120.110317379783","117.095094291227","118.96502342355","116.961909993984","118.015590203325","124.357681623094","",
"Colombia","233","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","465.479514754491","443.276060946706","434.579436659614","421.907941821895","397.637261655128","367.210609758815","299.355323166771","209.414760002602","174.287027691336","161.389425688406","160.980749255968","148.901030249541","130.396726298197","119.848741036351","126.061946885897","152.064397268501","140.985518903677","135.425297805922","132.940581559623","112.402773975858","97.6772385008465","86.6669347272971","81.7132789010764","80.4786491926196","69.6990274325583","75.1072856352649","84.0469959285206","81.9591787751252","90.3155083594742","93.5615335250083","88.6135951913873","100","101.438134061903","107.349019415935","104.952075115063","100.49733478483","80.644023140827","75.0037497708765","77.264472279278","77.7731619290916","72.6178155909657","66.7376205881512","64.8151606441508","",
"Russian Federation","922","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value",,,,,,,,,,,,,,,,"523.559146011449","351.620481867333","339.543067545953","343.458959094605","277.321679327801","108.612588409884","114.582561713171","119.466594659963","113.659103819806","108.141428987012","109.548829540186","109.763908030388","113.095165779312","113.457821180181","111.88201045829","95.4430506119966","100","101.648128063811","102.630362237921","100.269677840146","87.5396326607324","63.5176640419579","60.6524591463335","69.6211804736869","64.5198833991553","65.0780328049774","59.5845355663319","56.8194876851597","",
"Samoa","862","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","237.360000549837","212.3013461979","202.606130345599","189.821803738779","157.662263304073","141.817681252242","126.021040591687","115.961908867017","112.520205849494","108.091086294818","103.13566957347","101.027044776698","100.545560579018","101.148717991608","104.029182729903","107.165899176293","104.54487418124","104.873479587754","105.952615028754","105.001085596995","99.6549476703725","97.0918753434326","99.2177281120242","99.013481738556","99.9148893351556","98.1081581339842","97.8687051781985","97.2502037519345","96.144230557364","93.9211053226826","97.462039042227","100","101.919222304303","103.529647087535","104.995443618395","105.993724190197","108.405604474083","109.859150954797","109.424069085215","108.483621413072","110.219682089991","110.59504856139","110.216351963312","",
"Saudi Arabia","456","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","116.656345691866","119.272695447192","129.314693482004","139.651844999874","144.216806198699","149.798772288111","149.358534719628","120.28267192527","106.229880406426","101.090936899425","105.490848085098","100.243968446943","100.501296300687","98.2987048452995","103.164667553741","101.789018332546","96.5838322695506","99.8590439887674","106.747619780728","115.388790587742","113.316371458978","118.139312403515","124.238750846966","122.263703677569","113.34381532324","107.67351713032","106.640050332135","105.886687743047","101.118290930595","97.9885872029504","101.756137548556","100","96.6067428932259","99.3629019459475","100.688115857901","102.088445258074","110.89174731749","114.241532598313","115.698385145508","115.063201560949","118.971211070609","119.827017730783","117.179089456937","",
"Canada","156","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","77.9388040033276","78.2904099819114","80.2564963361635","82.3130795071242","84.4260624750069","82.8327148337506","79.7360603947231","70.5974317194434","69.75157073999","73.1324722275883","77.8993286299499","78.7937045075179","82.0889633883288","78.8582282462823","77.2999749693138","75.509467566622","74.4597234269467","76.7373458399799","76.9076668353947","73.0972148152007","72.5578298962567","73.1353228805196","71.015338327304","69.8703191542056","77.2340177166929","82.0720564246239","87.6250585850745","93.2155550450061","96.9120060576145","95.8932551144118","91.3809734162555","100","102.001939446642","102.294121583412","99.5786637124687","93.4376786364511","84.6633442251696","83.0734724927864","84.7679724965198","84.324246961161","83.5795316513929","83.2261586803643","87.5301074516798","",
"Lesotho, Kingdom of","666","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","289.250274808996","290.178093395527","290.87187955962","289.326638105558","290.055602863718","287.915840217815","282.987412800202","279.841966756267","279.648987031025","278.04147798728","277.21801851636","267.974550966299","255.730987187657","244.646160252341","223.075163823498","205.821786883596","194.381284948036","166.851348574615","157.812430820431","137.241327225953","122.224011488731","108.340092601322","89.5667058184907","72.5783306270692","99.6248013805924","112.440810545042","112.987517276373","107.82561448214","102.097820041904","90.7194858975772","91.2707260958684","100","98.4810710919302","91.7871943930454","81.5575345483793","75.1464052992839","71.2450251523496","64.6805657818149","69.0943041988599","69.1466252689958","65.9191253095351","60.152210293811","63.9177687334817","",
"Luxembourg","137","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value","109.851262841353","109.410496293724","107.077422849582","99.4587398674117","97.1072047394127","96.2593956281767","96.692648439962","98.2911665992446","99.7631268852786","99.44981602417","99.1301994318761","100.955244012511","101.28849024203","102.015070064706","101.910634506883","103.071911693333","105.013095007905","102.882892724055","98.7860066250171","98.7594891925321","97.752723717573","94.8176368729653","94.9082698849365","95.7785994164071","98.9974103008262","99.8533627525986","99.3385932917782","99.3442724034831","100.429756144338","101.81404380262","102.986204466722","99.9999999999999","100.317443260426","98.3179239257799","100.139599853456","101.015877996218","97.6623816683603","99.2954648791505","100.240073038018","102.262716820384","101.662922636273","103.374652400084","104.040348664915","",
"North Macedonia, Republic of","962","Exchange Rates, Nominal Effective Exchange Rate, Index","ENEER_IX","Value",,,,,,,,,,,,,,"583.28701030038","98.9202737398491","62.2851335175845","76.2306400811841","79.2444496171398","76.7958577581986","75.8977273335306","83.4593207145367","87.738975556103","90.6307870398365","92.5444224693751","96.7241282817286","98.8655317539317","98.9336848710431","98.7800954436996","99.4720936486993","100.493402376324","102.696079666731","100","100.531426063523","99.2922088273839","100.776287092186","101.729349440106","99.2090619893251","100.468401787134","101.392852145013","103.489173292412","103.254193859648","104.717899975675","105.70191647553","",
