Country Name,Country Code,Currency Code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Mexico,MEX,MXN,,,,,,,,,,,,,,,,,,,,0.011793968333333,0.012384069166667,0.0130613575,0.013707070833333,0.015363150833333,0.019017125,0.021859145833333,0.025318295,0.032676835833333,0.038381326666667,0.045363368333333,0.057317365,0.073328261666667,0.116528448333333,0.235241733333333,0.389204641666667,0.613964283333333,1.14340605,2.65072833333333,5.67685966666667,6.81267875,8.62837158333333,10.5837641666667,12.2250833333333,13.4172075,14.351825,19.3748591666667,26.0356225,31.4056333333333,36.4080466666667,42.4465458333333,46.4753858333333,49.4348166666667,51.9217475,54.2825775,56.8275666666667,59.0938825,61.2386758333333,63.6679216666667,66.9308916666667,70.4764591666667,73.4059733333333,75.9071925,79.0281241666667,82.0362433333333,85.332965,87.6545683333333,90.1279241666667,95.5729641666667,100.255418333333,103.900666666667,107.43,
Malaysia,MYS,MYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5326917851371,81.6736666666667,83.1502223957049,84.0562906839784,85.2509585011094,87.7872349823322,90.9556831566549,92.7996760895171,97.8487043580683,98.4194640753828,100.016666666667,103.191666666667,104.908333333333,107.116666666667,110.483333333333,112.808333333333,115.166666666667,119.625,120.683333333333,121.483333333333,120.1,
Norway,NOR,NOK,,,,,,7.22089225,7.49563283333333,7.71064691666667,8.09886641666667,8.28401775,8.313881,8.4930595,8.9410055,9.16199233333333,9.69952783333333,10.1056688333333,10.43416,10.9119683333333,11.288245,11.62271,12.8590416666667,13.6593708333333,14.6508275,15.7378416666667,17.2190508333333,19.2318241666667,20.9937425,22.9049791666667,24.7744083333333,25.8916666666667,28.7083333333333,32.625,36.325,39.4,41.85,44.2416666666667,47.4166666666667,51.55,54.9916666666667,57.4916666666667,59.8666666666667,61.925,63.3666666666667,64.8166666666667,65.7083333333333,67.325,68.175,69.925,71.5,73.1916666666667,75.45,77.7166666666667,78.7166666666667,80.675,81.0416666666667,82.2833333333333,84.2,84.8,87.9833333333333,89.9166666666667,92.0916666666667,93.275,93.925,95.9166666666667,97.875,100,103.55,105.491666666667,108.408333333333,110.758333333333,112.183333333333,
New Zealand,NZL,NZD,2.92168775,3.24373125,3.495199,3.65347975,3.82203875,3.91796675,4.054554,4.14273925,4.326948,4.49254,4.52389475,4.605221,4.72868025,4.82176425,4.989316,5.1588275,5.300978,5.622054,5.86447275,6.15331225,6.55433475,7.23517075,7.736771,8.3686075,9.29830975,10.663765,12.4666725,14.2598225,15.964815,18.15193,21.265085,24.5335625,28.4990925,30.5912325,32.479095,37.48661,42.439865,49.121725,52.2533575,55.240155,58.608945,60.13418,60.7442775,61.52679,62.600665,64.951285,66.435885,67.2245775,68.0751325,67.997345,69.775635,71.607815,73.5248225,74.814135,76.527565,78.851725,81.5054025,83.4420875,86.7455175,88.58075,90.6199,94.269985,95.269165,96.34992,97.5326225,97.818105,98.450245,100.27235,101.875,103.525,105.3,
Philippines,PHL,PHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.7117096018735,97.0862347124642,100.025,102.608333333333,106.3,107.016666666667,108.358333333333,111.45,117.258333333333,120.166666666667,123.333333333333,
"Poland, Rep. of",POL,PLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18803788333333,7.93465316666667,14.0260466666667,20.4918525,28.066495,37.32599,47.7591225,57.213025,65.7452941666667,73.3703383333333,78.6193058333333,86.402755,91.0757058333333,92.810955,93.4445766666667,96.6054766666667,98.7151458333333,99.9833333333333,102.441666666667,106.708333333333,110.758333333333,113.616666666667,118.433333333333,122.65,123.866666666667,123.933333333333,122.85,122.033333333333,124.566666666667,126.825,129.65,134.025,
Romania,ROU,RON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0041666666667,37.6591666666667,46.1475,53.1958333333333,59.5125,64.8775,69.1325,72.4766666666667,78.1666666666667,82.5341666666667,87.5616666666667,92.6308333333333,95.72,99.5341666666667,100.5975,99.9997934777908,98.455,99.7733333333333,104.388333333333,108.384166666667,111.235833333333,
Russian Federation,RUS,RUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053595785,0.522154641666667,2.12894266666667,6.33177925,9.35533125,10.7363025,13.7087208333333,25.4634683333333,30.7595541666667,37.3657858333333,43.2653691666667,49.1768433333333,54.5315208333333,61.44901,67.3903025,73.4603483333333,83.8261675,93.5896775,100.000001666667,108.440466666667,113.943541666667,121.638958333333,131.155275,151.529466666667,162.20085,168.175241666667,173.015825,180.750266666667,186.862625,
Sweden,SWE,SEK,,,,,,23.2217366666667,24.3693108333333,25.4221758333333,26.5391058333333,26.7524525,27.86048,28.4617016666667,29.8182425,30.674545,31.713695,33.30343,35.4364508333333,36.9564333333333,37.6745433333333,38.68874,41.4032808333333,44.4652775,47.13648,50.3031075,55.2890133333333,60.6962091666667,66.9171,74.5736241666667,82.0274558333333,87.94146,99.995,112.098333333333,121.726666666667,132.5275,143.188333333333,153.745,160.2575,166.97,176.695833333333,188.080833333333,207.578333333333,227.183333333333,232.5775,243.574166666667,248.830833333333,254.94,256.299166666667,257.986666666667,257.2975,258.486666666667,260.810833333333,267.085833333333,272.850833333333,278.105,279.144166666667,280.409166666667,284.223333333333,290.510833333333,300.495833333333,299.01,302.4725,311.429166666667,314.195833333333,314.056666666667,313.4925,313.345833333333,316.43,322.108333333333,328.400833333333,334.26,335.9225,
Singapore,SGP,SGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.877,77.61725,79.251,84.5035833333333,85.0078333333333,87.4081666666667,91.9951666666667,96.2045,98.4735833333333,99.4830833333333,98.9631666666667,98.4364166666667,99.0036666666667,99.4379166666667,100,99.8180833333333,
Thailand,THA,THB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6254455815258,94.0771790171834,96.913511420138,99.0309613428524,100.907738505006,99.9991400376144,100.187288124046,100.854166666667,101.927151666667,102.6475,101.779166666667,
Turkey,TUR,TRY,,,,,,5.0056165E-05,5.73223825E-05,6.39918575E-05,7.19250225E-05,9.10909875E-05,9.6251055E-05,9.93049633333333E-05,0.000103166258333,0.000109730425,0.000110959008333,0.000116013783333,0.000125842466667,0.000143428816667,0.000152100866667,0.000159590608333,0.000172236491667,0.000204981075,0.000236581891667,0.000269557066667,0.00033397625,0.000404870575,0.000475543525,0.000599115116667,0.000969949666667,0.001586285833333,0.0030815325,0.00424064425,0.005476262583333,0.00719527625,0.010677237583333,0.015477908333333,0.020834824166667,0.028930370833333,0.048837255833333,0.079737834166667,0.127822833333333,0.212158508333333,0.360830925,0.59931795,1.22989025,2.32588625,4.19618141666667,7.79102325,14.38545,23.71693,36.74117,56.7284358333333,82.2358783333333,100.000833333333,108.599166666667,117.481666666667,128.756666666667,140.030833333333,154.655833333333,164.323333333333,178.4,189.945833333333,206.835,222.333333333333,242.02,260.585,280.845833333333,312.144166666667,363.125,418.235833333333,469.590833333333,
United States,USA,USD,,,,,,12.2789840201233,12.46624521433,12.8828058300142,13.2343982762798,13.3681562721417,13.5630607803976,13.7082837473334,13.8726149993924,14.0445895655005,14.2242074456579,14.4496852101109,14.8853541109182,15.2980930695779,15.9515964207889,16.8229342224036,17.8051000777325,18.5694314826577,19.1770749495732,20.3617886272073,22.612744614712,24.6802610650347,26.0980958211709,27.7949115401048,29.9159311887723,33.2828110274678,37.7923663165264,41.6980997956942,44.254788345169,45.6764447583299,47.6407764689876,49.3299488738723,50.2662548449057,52.1082935307754,54.2331348364675,56.8509698983363,59.9197604891109,62.4573407534626,64.3490609806525,66.2484245218916,67.9758134970225,69.8828203523109,71.9312285175104,73.6127576083459,74.755433058709,76.391102265249,78.9707207568715,81.2025684592531,82.4904668765521,84.3630788186188,86.6216781201728,89.5605323721102,92.4497050827274,95.0869923788515,98.7374773853445,98.3864199710624,100,103.156841568622,105.291504532867,106.833848874866,108.566932118964,108.695721960693,110.06700893427,112.411557302308,115.157303224791,117.244195476228,118.690501577198,
South Africa,ZAF,ZAR,,,,,,,,1.17674016666667,1.21748416666667,1.23233141666667,1.24821466666667,1.27445641666667,1.29033983333333,1.30760416666667,1.34075166666667,1.39530716666667,1.44399291666667,1.49509533333333,1.52478983333333,1.57416608333333,1.65274625,1.75120775,1.863735,2.03955925,2.27867966666667,2.58461391666667,2.86944875,3.18944866666667,3.54461316666667,4.01582166666667,4.56439283333333,5.26065616666667,6.03076558333333,6.77274316666667,7.55340208333333,8.7841705,10.4228510833333,12.1072458333333,13.6544966666667,15.665925,17.9094383333333,20.6558116666667,23.5217441666667,25.8074575,28.1142683333333,30.5547066666667,32.8017391666667,35.6219575,38.072945,40.04569,42.18371,44.588985,48.8225783333333,51.5954166666667,51.2383608333333,52.2953325,53.9917416666667,57.32725,63.0916666666667,67.675,70.425,73.9583333333333,78.1916666666667,82.7083333333333,87.7833333333333,91.7416666666667,97.7916666666667,102.858333333333,107.491666666667,111.925,115.533333333333,
