Country Name,Country Code,Currency Code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Hungary,HUN,HUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0400635,4.22838758333333,4.51743191666667,4.84629625,5.25667358333333,5.62161,5.91908658333333,6.43252675,7.44394825,8.72052225,11.1944995,15.0921491666667,18.6623058333333,22.85465,27.1668825,34.8565958333333,43.0371008333333,50.9150741666667,58.1214866666667,63.9323241666667,70.2,76.6,80.6333333333333,84.3916666666667,90.0833333333333,93.2916666666667,96.9583333333333,104.675,111,115.675,121.291666666667,126.058333333333,133.183333333333,135.491666666667,135.183333333333,135.1,135.633333333333,138.818333333333,142.775,147.541666666667,152.45,
Indonesia,IDN,IDR,,,,,,,,,,,,,,,,,,,0.810117741666667,0.935522916666667,1.05152275,1.09604158333333,1.16752266666667,1.52994366666667,2.14944525,2.56140141666667,3.06929283333333,3.40851383333333,3.68503233333333,4.283215,5.05571125,5.67584016666667,6.21194733333333,6.944941,7.671037,8.03345791666667,8.50121941666667,9.29001833333333,10.0374344166667,10.68139,11.5165883333333,12.6013425,13.5494066666667,14.8598908333333,16.1277375,17.6470225,19.0540691666667,20.2404025,32.0711291666667,38.6386008333333,40.0638316666667,44.6712183333333,49.9871458333333,53.3649358333333,56.6010175,62.5176341666667,70.7128658333333,75.24313,82.9379925,86.5759975,91.0209858333333,95.8961133333333,99.9999875,106.4125,113.2175,120.421666666667,124.6675,129.415833333333,133.555,137.6025,140.2458,
Israel,ISR,ILS,,,,,,,,,,,,,,,,,,,,,0.001419384583333,0.0015893215,0.001794049333333,0.00215344,0.0030079245,0.004190241333333,0.00550224225,0.00740693775,0.011151215333333,0.019883733333333,0.045936395,0.099590099166667,0.219461116666667,0.539767975,2.55426666666667,10.4416666666667,15.4583333333333,18.5,21.525,25.875,30.325,36.075,40.4,44.825,50.375,55.4083333333333,61.7,67.2083333333333,70.8916666666667,74.55,75.3333333333333,76.2,80.575,81.1583333333333,80.825,81.8833333333333,83.6166666666667,84.0083333333333,87.8666666666667,90.7916666666667,93.25,96.4833333333333,98.1083333333333,99.65,100.133333333333,99.5,98.9583333333333,99.2,100.008333333333,100.85,100.258333333333,
India,IND,INR,,,,,,,,1.88727014231186,1.97739043660051,2.06751077032878,2.10430993650952,2.13998247083293,2.2177112345168,2.2830485859147,2.58795568676361,2.83315824054481,3.13919169717379,3.54923927282482,3.66414278608149,3.64273918660823,3.82823699612368,3.946144348285,4.20035881317625,4.91193387018143,6.31668477577772,6.67979499723711,6.16986294509423,6.68242246395753,6.85102324086868,7.28097176690789,8.1070761736036,9.17012033889493,9.89371094871677,11.0679046075662,11.988633311845,12.6547726383138,13.7594989482787,14.9704897618888,16.3752414562773,17.5336718923885,19.1066583641209,21.7567989154932,24.3214505658068,25.8602421081495,28.5103830539179,31.4255372660313,34.2466556195211,36.7001723689317,41.5559130792723,43.4964995774994,45.2404638513492,46.9502335902054,48.967756510381,50.8314002763223,52.7463470850425,54.9861382294397,58.1734225852579,61.8807457873015,67.047334505043,74.343662083533,83.2570136118504,90.6322204074052,99.0722966333341,110.033333333333,117.35,123.108333333333,129.2,133.5,138.766666666667,143.933333333333,153.466666666667,
Iceland,ISL,ISK,,,,,,0.042788318333333,0.0470932425,0.049093509166667,0.051963455833333,0.052485268333333,0.053528885833333,0.0560509575,0.062225699166667,0.0702702475,0.0837937925,0.089925045,0.0995350175,0.1028398,,,,,,,,,0.652655183333333,0.850518966666667,1.222621,1.76600825,2.79962508333333,4.24964166666667,6.38479875,11.74484025,15.368405,20.2854691666667,24.7743191666667,29.3074666666667,36.8469616666667,44.4957258333333,51.3973341666667,54.896865,57.064035,59.37105,60.2928783333333,61.2884533333333,62.6738291666667,63.8116291666667,64.8704183333333,66.9669216666667,70.4066583333333,74.916265,78.80968,80.4297416666667,82.9698683333333,86.2779166666667,92.0473891666667,96.6972158333333,108.972341666667,122.052433333333,128.639275,133.786166666667,140.724183333333,146.173416666667,149.1621,151.598,154.170508333333,156.88455,161.093633333333,165.94895,170.67505,
Japan,JPN,JPY,,,,,,16.9791241666667,17.0462908333333,17.5744533333333,17.4904983333333,17.6797816666667,18.3117475,19.2948066666667,20.6136916666667,21.9962325,22.832175,24.3518825,25.57942,26.6,28.0202891666667,29.4913041666667,31.5333333333333,33.55,35.175,39.2583333333333,48.375,54.05,59.1166666666667,63.9416666666667,66.6333333333334,69.1,74.475,78.1333333333333,80.275,81.8,83.65,85.35,85.8583333333333,85.9666666666667,86.55,88.5166666666667,91.2416666666667,94.2083333333333,95.8666666666667,97.0583333333333,97.7333333333333,97.6083333333333,97.7416666666667,99.45,100.108333333333,99.7666666666667,99.0916666666667,98.3583333333333,97.45,97.2,97.1916666666667,96.9166666666667,97.1583333333333,97.2166666666667,98.5583333333333,97.225,96.525,96.2666666666667,96.2166666666667,96.55,99.2166666666667,100,99.8833333333333,100.35,101.333333333333,101.816666666667,101.8,
"Korea, Rep. of",KOR,KRW,,,0.234678233333333,0.357912266666667,0.49079585,0.826034941666667,1.01593489166667,1.25072525,1.20718066666667,1.24556141666667,1.34477758333333,1.45499083333333,1.55128675,1.87227325,2.42389766666667,2.75229225,3.0622385,3.39548483333333,3.76124033333333,4.22724175,4.90150125,5.56377758333333,6.21412675,6.41428558333333,7.97322608333333,9.9864065,11.5170558333333,12.6798941666667,14.5134433333333,17.1728141666667,22.1009975,26.8199258333333,28.7485058333333,29.7318816666667,30.4079675,31.155735,32.0125125,32.988785,35.346195,37.360985,40.5641666666667,44.3501666666667,47.1055,49.3670833333333,52.4603333333333,54.8109166666667,57.51025,60.0631666666667,64.5759166666667,65.1009166666667,66.5716666666667,69.27875,71.1925833333333,73.6949166666667,76.341,78.4435,80.2020833333333,82.2350833333333,86.0785833333333,88.4515,91.05125,94.7168333333333,96.7885,98.0480833333333,99.2979166666667,99.9991666666667,100.970833333333,102.934166666667,104.453333333333,104.853333333333,105.416666666667,
Belgium,BEL,L-BEF,,,,,,13.279585,13.65392,14.0864358333333,14.2680075,14.4434266666667,14.48668,14.6304858333333,14.8359866666667,15.1546641666667,15.7864258333333,16.4281758333333,17.113945,17.5812075,18.056155,18.7339816666667,19.4661941666667,20.3117333333333,21.4184041666667,22.9081141666667,25.8123791666667,29.108155,31.74786,34.0006883333333,35.5207208333333,37.1081716666667,39.5753783333333,42.593985,46.31097,49.8591358333333,53.02109,55.6025458333333,56.3222475,57.1971475,57.8611691666667,59.658945,61.7161716666667,63.7005383333333,65.2471591666667,67.0443441666667,68.6383508333333,69.6459391666667,71.0925,72.25,72.9358333333333,73.7533333333333,75.63,77.4975,78.7725,80.0241666666667,81.7025,83.975,85.4791666666667,87.0375,90.945,90.8966666666667,92.8866666666667,96.1675,98.8983333333333,99.9991666666667,100.339166666667,100.9025,102.894166666667,105.081666666667,107.239166666667,108.78,109.585833333333,
Cyprus,CYP,L-CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1946954921723,77.6980487729913,79.8744915913518,83.1805490257467,85.0822369348434,87.2604794578497,89.2715606718249,91.3896639957532,95.6566551018334,95.9687604337538,98.3008405069171,101.534396910883,103.960108583622,103.544935909533,102.141913568598,100,98.5708333333333,99.095,100.5175,100.769166666667,100.125833333333,
Germany,DEU,L-DEM,,,,,,20.9704808333333,21.519475,21.9706283333333,22.4380883333333,22.6392066666667,22.9870833333333,23.5143325,24.1829108333333,24.9004083333333,25.4820141666667,26.308225,27.23771,27.7269116666667,28.1345816666667,28.6727016666667,29.6619791666667,31.2165558333333,32.9287641666667,35.2443233333333,37.7066441666667,39.9352308333333,41.6311341666667,43.1857108333333,44.3597966666667,46.1535391666667,48.6647791666667,51.75219,54.4645466666667,56.25829,57.6117491666667,58.8021408333333,58.7260433333333,58.8728033333333,59.6229158333333,61.2807666666667,62.933185,65.4801141666667,68.79143,71.8695541666667,73.8050425,75.064275,76.1525016666667,77.62938,78.3367275,78.7953366666667,79.9302008333333,81.5159016666667,82.6740841666667,83.5291225,84.920495,86.2341383333333,87.59442,89.6076391666667,91.96287,92.2504725,93.2687416666667,95.2042308333333,97.1163991666667,98.57773,99.4716308333333,99.9833333333333,100.475,101.991666666667,103.758333333333,105.258333333333,105.791666666667,106.93
Ecuador,ECU,L-ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1327500596765,70.380278104785,71.9822632831427,78.0288424586199,82.0551059879514,84.9716540861596,88.7737384982522,93.302727676403,95.8422187176763,99.2822069595927,103.220380881551,105.004302218628,105.442522541418,105.206222425733,105.486084144434,105.128620927274,
Spain,ESP,L-ESP,,,,,,1.86327858333333,1.97232983333333,2.18479791666667,2.47710125,2.65817191666667,2.68947875,2.7112435,2.86596025,3.116551,3.33406291666667,3.7746305,4.010181,4.26649741666667,4.47787508333333,4.57461241666667,4.83679058333333,5.23519125,5.66826133333333,6.31539025,7.30566733333333,8.54421775,10.0501255,12.5162316666667,14.9911516666667,17.3388,20.0370458333333,22.9523075,26.2608816666667,29.4579033333333,32.7808325,35.6702841666667,38.8074641666667,40.8440883333333,42.819825,45.7279066666667,48.8016566666667,51.69765,54.760495,57.2625408333333,59.9644241666667,62.7670433333333,65.0008225,66.28204,67.4978708333333,69.0573058333333,71.4284,73.9925616666667,76.261,78.57875,80.9669166666667,83.69425,86.6364166666667,89.051,92.6804166666667,92.4135,94.0768333333333,97.0836666666667,99.4583333333333,100.85925,100.707083333333,100.203083333333,100,101.956083333333,103.663916666667,104.389083333333,104.05225,
Finland,FIN,L-FIM,,,,,,5.42278625,6.054611,6.73643691666667,7.12841925,7.23189625,7.47909166666667,7.60556325,7.93898983333333,8.33565208333333,9.19221208333333,9.64636141666667,10.0200280833333,10.5588833333333,11.5294208333333,11.783715,12.1066383333333,12.8906358333333,13.7494741666667,15.2281575,17.8072591666667,20.9789808333333,23.9879316666667,26.8169116666667,28.9084566666667,31.06704,34.669145,38.5887541666667,42.2874583333333,45.8253508333333,49.0641291666667,51.6133158333333,53.1274333333333,55.31258,58.1257383333333,61.9579158333333,65.7680583333333,68.6028016666667,70.6055391666667,72.1522616666667,72.93768,73.5147916666667,73.9773425,74.8595658333333,75.9072058333333,76.7894233333333,79.125435,81.1656375,82.4409283333333,83.1642983333333,83.3199158333333,83.8397275,85.1532141666667,87.2911266666667,90.8403433333333,90.8403425,91.916015,95.0566083333333,97.7261175,99.1707891666667,100.203351666667,99.995,100.351666666667,101.108333333333,102.204166666667,103.250833333333,103.550833333333,
France,FRA,L-FRF,,,,,,7.40906533333333,7.54963858333333,7.78048166666667,8.96782408333333,9.489326,9.882178,10.1193958333333,10.6588891666667,11.1917433333333,11.5511316666667,11.8633708333333,12.1720558333333,12.5118725,13.0803125,13.8711433333333,14.6062641666667,15.39464,16.3280175,17.5331233333333,19.926275,22.254845,24.3969841666667,26.7133691666667,29.184505,32.2917016666667,36.6712891666667,41.5538533333333,46.53137,50.9330275,54.8415275,58.0393916666667,59.5127366666667,61.47005,63.1302425,65.3387291666667,67.4258333333333,69.5925,71.2375,72.7366666666667,73.9408333333333,75.2691666666667,76.7616666666667,77.6858333333333,78.1916666666667,78.6116666666667,79.9291666666667,81.2358333333333,82.7983333333333,84.5358333333333,86.3466666666667,87.8541666666667,89.3258333333333,90.655,93.205,93.2866666666667,94.715,96.715,98.605,99.4566666666667,99.9616666666667,99.9991666666667,100.1825,101.216666666667,103.09,104.2325,104.729166666667,
Greece,GRC,L-GRD,,,,,,1.04941583333333,1.08752133333333,1.11217783333333,1.12767058333333,1.157099,1.174199,1.198899,1.193199,1.231199,1.238799,1.278699,1.34139883333333,1.36609841666667,1.36799808333333,1.404098,1.443998,1.491498,1.556098,1.795498,2.27239725,2.582097,2.91839691666667,3.279396,3.691696,4.396595,5.481494,6.82479258333333,8.25739058333333,9.92368933333333,11.75529,14.0257833333333,17.25388,20.08298,22.7999733333333,25.9134391666667,31.2084616666667,37.2803308333333,43.1993533333333,49.4249291666667,54.799435,59.6954966666667,64.5872733333333,68.1628291666667,71.4116208333333,73.2944866666667,75.6041283333333,78.1549866666667,80.9915116666667,83.85104,86.281755,89.3405066666667,92.1957791666667,94.8648483333333,98.8043933333333,100.00001,104.712983333333,108.199783333333,109.824433333333,108.811666666667,107.384916666667,105.520675,104.649441666667,105.822808333333,106.484866666667,106.75425,105.422008333333,
Ireland,IRL,L-IEP,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0119075,19.30379,20.7923325,23.5567675,27.8333675,33.504005,39.248975,43.3495625,47.0997825,49.64105,51.5408325,53.1692175,54.3041525,56.5246725,58.3997775,60.2748875,62.125325,63.0382075,64.493885,66.12227,67.2818775,68.3083333333333,69.9583333333333,71.1,75.075,78.7333333333333,82.3666666666667,85.2416666666667,87.1166666666667,89.2333333333333,92.7416666666667,97.2833333333333,101.233333333333,96.7,95.8083333333333,98.2583333333333,99.925,100.433333333333,100.616666666667,100.325,100.333333333333,100.675,101.166666666667,102.116666666667,101.775,
Italy,ITA,L-ITL,,,,,,3.51582933333333,3.63475975,3.68266608333333,3.78794883333333,3.7687305,3.85730175,3.93640333333333,4.12106566666667,4.4282795,4.69009366666667,4.90205158333333,5.01708258333333,5.20438725,5.27086358333333,5.41092375,5.67975575,5.95191058333333,6.29411591666667,6.97379341666667,8.30995616666667,9.7185355,11.3331891666667,13.27457,14.8799983333333,17.0820258333333,20.6802125,24.3963016666667,28.4169133333333,32.5790183333333,36.0957591666667,39.4187316666667,41.7143,43.6945966666667,45.9047775,48.7783391666667,51.9277658333333,55.1732508333333,58.0812066666667,60.76847,63.2307125,66.5411075,69.2073941666667,70.6213758333333,72.0020841666667,73.19981,75.0573908333333,77.1478633333333,79.0498075,81.1624575,82.9534991666667,84.6003691666667,86.3692308333333,87.9495641666667,90.8939683333333,91.5981858333333,92.9955308333333,95.581395,98.4883725,99.6899241666667,99.9302241666667,99.9689875,99.875,101.1,102.25,102.875,102.733333333333,
Lithuania,LTU,L-LTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346458333333333,3.88248333333333,19.8182083333333,34.1377916666667,47.6726166666667,59.4120916666667,64.6885083333333,67.9666333333333,68.461125,69.13315,70.0782833333333,70.2755583333333,69.4784166666667,70.2872166666667,72.1557916666667,74.8537833333333,79.148275,87.795925,91.7055166666667,92.9153083333333,96.7529666666667,99.7426166666667,100.7874,100.891975,99.9999916666667,100.905516666667,104.662116666667,107.485825,109.995091666667,111.314916666667,
Luxembourg,LUX,L-LUF,,,,,,14.653085,14.7373991666667,15.4187525,15.5192141666667,15.5792566666667,15.6493041666667,15.7248016666667,15.8656875,16.3220358333333,16.8274283333333,17.3884008333333,17.9677266666667,18.3569358333333,18.8388841666667,19.27113,20.1651858333333,21.1073466666667,22.2103491666667,23.558095,25.8056916666667,28.5714608333333,31.3707058333333,33.4742666666667,34.5101816666667,36.0791966666667,38.35215,41.4482975,45.3266358333333,49.256125,52.4261791666667,54.5722908333333,54.7330408333333,54.7020275,55.4878716666667,57.358345,59.2246516666667,61.0714875,62.9977883333333,65.2582108333333,66.690475,67.9360491666667,68.7403166666667,69.6803491666667,70.3482841666667,71.0694925,73.3087266666667,75.26154,76.8225291666667,78.3972683333333,80.14214,82.1358333333333,84.3258333333333,86.2758333333333,89.2108333333333,89.5391666666667,91.575,94.6983333333333,97.22,98.9058333333333,99.5275,100,100.290833333333,102.026666666667,103.585833333333,105.391666666667,106.255833333333,
Latvia,LVA,L-LVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05071530833333,11.0503329166667,23.09404,31.3905058333333,39.2305783333333,46.1392675,50.0368283333333,52.3606458333333,53.59888,55.0215308333333,56.3899383333333,57.4832691666667,59.1747991666667,62.8391308333333,67.0797983333333,71.4642675,78.67714,90.7952441666667,94.004045,92.9844433333333,97.0485475,99.2396991666667,99.2104683333333,99.82606,99.9999991666667,100.1406325,103.075116666667,105.687508333333,108.658816666667,108.89685,
Malta,MLT,L-MTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4858333333333,82.7183333333333,83.7516666666667,87.3183333333333,89.1383333333333,90.4893452331433,93.1705312141151,95.3840958669628,96.5098994359043,96.80937590015,97.8748098058043,98.5038539210533,99.8477956664824,101.003857033266,102.662400985934,103.317946569936,
"Netherlands, The",NLD,L-NLG,,,,,,,,,,,,15.6030033333333,15.982335,16.5007475,17.4617125,18.1441208333333,19.1896116666667,19.8526741666667,20.5913508333333,22.1195991666667,22.9311491666667,24.64587,26.5689358333333,28.70035,31.4531225,34.6668391666667,37.7281441666667,40.1424825,41.7931466666667,43.5481633333333,46.3846541666667,49.5104833333333,52.4370941666667,53.8743125,55.6530475,56.9100183333333,56.9574516666667,56.56376,56.9811683333333,57.5977958333333,59.0112975,60.8749908333333,62.8129983333333,64.4362,66.2413975,67.5153683333333,68.9425,70.3966666666667,71.7758333333333,73.3241666666667,75.055,78.1741666666667,80.7441666666667,82.4333333333333,83.475,84.8841666666667,85.8191666666667,87.2041666666667,89.3725,90.4358333333333,91.5891666666667,93.7333333333333,96.035,98.4425,99.4033333333333,100,100.316666666667,101.7025,103.435,106.159166666667,107.51,
Portugal,PRT,L-PTE,,,,,,1.00275455833333,1.03483741666667,1.04955566666667,1.06634125,1.07750425,1.11033141666667,1.12753041666667,1.157546,1.18094675,1.22162916666667,1.26346908333333,1.32713866666667,1.40048266666667,1.48565108333333,1.61613241666667,1.719244,1.92464033333333,2.12987158333333,2.40621408333333,3.00975941666667,3.46940041666667,4.20289775,5.5065,6.665,8.12458333333333,9.41375,11.2061666666667,13.6355833333333,16.9085,21.7079166666667,25.9325833333333,29.1304166666667,31.9370833333333,35.16325,39.6241666666667,45.0251666666667,50.3604166666667,55.1745,58.9174166666667,62.111,64.7338333333333,66.7205,68.2796666666667,70.0363333333333,71.67525,73.7201666666667,76.9416666666667,79.7118333333333,82.27775,84.2239166666667,86.1418333333333,88.8188333333333,90.9984166666667,93.3539166666667,92.5739166666667,93.8723333333333,97.3015,100,100.274416666667,99.9955,100.483416666667,101.09375,102.477333333333,103.495666666667,103.845666666667,103.83275,
"Slovenia, Rep. of",SVN,L-SIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000400087016667,0.000570615916667,0.000742442883333,0.001041005091667,0.001599733,0.002870023083333,0.005621987916667,0.013047100333333,0.038978696666667,0.538468669166667,3.5112655,7.54335475,23.3794008333333,30.8051966666667,37.2717675,42.2899375,46.4616075,50.3456491666667,54.3185083333333,57.6621316666667,62.8008333333333,68.0633333333333,73.155,77.2108333333333,79.985,81.9458333333333,83.96,87.0308333333333,91.9458333333333,92.7175,94.3875,96.0891666666667,98.585,100.329166666667,100.529166666667,100.000833333333,99.9458333333333,101.374166666667,103.136666666667,104.818333333333,104.760833333333,
Slovak Rep.,SVK,L-SKK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2628708333333,43.147345,53.1950791666667,60.3314758333333,66.2687541666667,70.0963233333333,74.4016325,79.3609858333333,87.7497925,98.311165,105.517,108.816666666667,118.125,127.041666666667,130.483333333333,136.333333333333,140.091666666667,146.533333333333,148.9,150.325,156.216666666667,161.85,164.116666666667,163.991666666667,163.458333333333,162.608333333333,164.741666666667,168.883333333333,173.383333333333,176.741666666667,
"San Marino, Rep. of",SMR,L-SML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.963591228796,101.833333333333,104.7125,106.3925,107.57660919567,107.733333333333,108.351666666667,109.485,,,,
El Salvador,SLV,L-SVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.915,101.093333333333,106.278333333333,108.116666666667,108.935833333333,110.179166666667,109.373333333333,110.034001954751,111.147935611383,112.359814904202,112.444448962869,112.026616396221,
